"shot_id","shot_made_flag"
711,5.39688073663975e-06
718,5.39751452530833e-06
722,5.3118185302914e-06
723,1.41835288728366e-06
725,2.62879120044534e-05
734,4.93887166883616e-06
735,2.06847211623254e-05
737,4.86557610342208e-05
746,5.19053178942788e-06
747,1.01535869144375e-05
766,4.2269423211366e-06
767,4.61873892573759e-06
771,5.1339350493879e-06
773,1.17299038586063e-05
774,1.10829358007659e-05
783,1.28437721917004e-05
784,1.55332541886691e-06
789,4.55045117919213e-06
792,2.09009899555069e-06
804,1.20710104074755e-06
809,4.63450862406334e-06
812,4.71413154387459e-06
813,2.06144905154177e-06
817,1.2889190852031e-05
820,5.17985395402932e-06
825,2.84977695134923e-06
826,3.19915382753743e-06
829,2.39231743549873e-06
855,2.13720364938322e-06
859,0.0001049917273239
862,1.9155154091062e-06
870,1.60331641019154e-06
876,5.27041987632934e-06
880,4.46937061403786e-06
886,0.00182270932239154
889,1.4726579223905e-05
891,2.08048479864634e-05
897,0.00130812238687178
902,4.62113756476492e-06
903,1.30403018415514e-05
908,1.9158024737922e-06
909,3.73843432008067e-06
920,3.79387558375108e-06
922,4.86383327883939e-06
924,9.23649599626278e-06
932,5.0964854593262e-06
934,4.31480339865745e-06
937,1.29655783688551e-06
941,5.51790422579743e-06
943,4.98705110383995e-06
950,3.78624523280599e-06
952,4.93964610907463e-06
954,0.000611083480065514
963,3.34639922210448e-06
975,4.9338259886818e-06
979,1.04960309805095e-05
981,1.137455311509e-05
983,2.42484948000204e-06
985,2.37535176592456e-05
989,1.71057666632559e-05
995,4.61319709051899e-06
998,2.07248476541605e-05
1008,9.33789707695978e-06
1019,8.1116832844142e-05
1023,4.40756524644738e-06
1026,5.05069164631263e-06
1029,1.04983297997946e-05
1034,1.68324027032302e-05
1036,1.56341876483607e-05
1038,2.62414655190904e-06
1039,6.26491455565876e-06
1051,1.7318635461109e-05
1052,5.4777295533918e-06
1066,3.58123025626184e-06
1087,8.27169012908942e-06
1092,2.91671906980188e-06
1094,4.27568123494463e-05
1098,4.43242747168531e-06
1099,5.17714153303201e-06
1102,1.8609322554653e-06
1118,5.3680383994761e-06
1131,1.35511308181325e-05
1133,0.0001049917273239
1135,0.000620798493111584
1138,1.96480272434705e-05
1139,0.000115803280374065
1142,2.09987912420989e-06
1151,1.12525194823836e-05
1152,3.9362705717524e-06
1155,5.01397956638983e-05
1165,1.17563364689579e-05
1167,0.000927886585753992
1172,9.77992173847666e-06
1174,4.1355822105798e-05
1180,1.96879512064182e-05
1200,5.03460193885466e-06
1202,4.94612359299035e-06
1227,1.19823587371948e-05
1228,7.12562259313005e-05
1229,3.9693562070008e-06
1237,2.10205237415954e-05
1241,5.33010145227873e-06
1256,5.04430549223635e-06
1279,4.49154321753358e-06
1293,2.06556914622389e-05
1295,2.68101167249591e-06
1319,0.000104957942493689
1320,1.21012187367747e-05
1321,5.18148024340258e-05
1322,2.34153255662546e-05
1334,4.43554651726568e-06
1351,5.98327718624304e-05
1373,5.32371356212423e-06
1375,4.98862570739787e-06
1380,1.79140614971036e-05
1382,5.32418248149385e-05
1385,1.77234744488788e-05
1399,1.18598552970209e-05
1403,0.000578932885926071
1428,5.38001138087059e-06
1434,1.15899939276649e-06
1444,0.00061366813035879
1448,2.52479294387062e-06
1466,4.34611581630494e-05
1476,8.0510914801552e-06
1478,5.16709258061502e-06
1485,5.11006537024012e-06
1491,0.000104709514948395
1494,7.44466081629417e-06
1500,2.07043520591591e-05
1501,1.01744935164829e-05
1503,4.14162319500653e-06
1519,5.81323874117884e-05
1524,1.38973920388395e-05
1529,4.51331752174105e-05
1533,5.85368430171148e-05
1538,0.00189825809102706
1539,4.99597835378322e-06
1546,2.06801899937993e-05
1555,3.07749737208508e-06
1559,3.60005775438285e-06
1563,2.23954386374751e-05
1565,7.16309843579795e-05
1574,3.35840240278237e-06
1591,2.6771483026811e-06
1594,5.84240946665442e-06
1605,4.5374116202356e-06
1611,4.50515090335429e-06
1614,7.93459568973918e-06
1620,5.17132679439985e-06
1626,5.08079095349416e-06
1630,4.54339250447887e-06
1632,5.35625086278908e-06
1634,1.29166289092945e-05
1643,2.45497883872193e-06
1651,4.17979262228771e-06
1655,3.65492419236803e-06
1658,3.80940520191056e-06
1659,9.32439947119235e-06
1665,1.1460133379774e-05
1675,8.82814242399171e-06
1680,8.20164538127494e-05
1690,4.40398910538296e-06
1696,1.26799246596948e-05
1714,1.18851070246036e-05
1721,2.80819322980173e-06
1726,3.83500437003754e-06
1728,1.0684402703556e-05
1734,4.05997148393267e-06
1735,5.21568001793557e-06
1740,1.05577706742895e-05
1744,1.75310608487966e-05
1747,3.80426180759171e-06
1752,5.4521443126898e-06
1763,7.14410427343182e-05
1765,7.30397956357656e-05
1769,4.30629852478539e-06
1785,1.11623295671772e-05
1787,5.50447339091221e-06
1788,2.11736255519794e-05
1793,4.92079553123913e-06
1800,4.59084573273571e-06
1825,1.17064330892621e-05
1826,0.000104953323491205
1834,1.67823187448717e-06
1843,1.37357838818663e-06
1844,1.46408513621534e-06
1848,4.82124596363038e-06
1849,2.12660992862332e-05
1860,2.07228945606783e-05
1863,2.07862759953046e-05
1875,1.06111082152177e-05
1883,3.29300388597932e-06
1890,5.09605877284096e-06
1892,1.13813768681306e-05
1893,4.27303193172251e-06
1897,1.25706199361553e-05
1905,3.96758065393312e-06
1908,2.4858935542174e-05
1931,1.10306214804437e-05
1940,0.000121017429008287
1943,1.21683568263026e-05
1947,7.5473149539579e-07
1965,1.51849709763228e-05
1967,4.95578703333679e-06
1968,4.82177065512045e-06
1972,0.000101462987128161
1982,5.20424073652007e-06
1985,3.91181276418755e-06
2005,2.02725262958435e-05
2010,4.72764972980585e-05
2021,4.71732548888867e-06
2024,2.43796302565655e-05
2036,4.75265530500638e-06
2043,1.15189714372294e-05
2047,8.71390257151097e-06
2049,2.88945040029451e-06
2055,3.88766126292502e-06
2065,4.20958139110901e-06
2066,5.5155064297071e-06
2070,1.49764216965761e-05
2077,0.000359628212880206
2085,5.08667596106167e-05
2095,8.22187278961672e-06
2097,5.98415386730227e-05
2108,2.07718775196569e-05
2112,5.69087809789722e-05
2113,5.88840001580585e-05
2122,5.28059831148248e-06
2139,4.61190828005898e-06
2144,8.94179410724923e-06
2146,1.13351687162701e-05
2148,1.8829487758178e-06
2149,8.57229286869952e-05
2157,1.46900482548564e-06
2159,4.99418921284907e-06
2168,1.06842118415459e-05
2176,1.41883841623288e-05
2178,5.4497497913919e-05
2181,4.83946893144651e-06
2187,2.13211365233977e-05
2188,5.58660436411932e-06
2190,5.22530551681403e-06
2194,2.0722676057282e-05
2197,1.11897764622459e-05
2214,3.78252917379144e-06
2217,1.4047839532175e-06
2222,3.87296802145756e-06
2223,5.16783873836606e-06
2226,4.4916572105371e-06
2230,8.52697217242429e-05
2240,1.24949120194837e-05
2247,1.46232705314818e-06
2250,1.30144006807648e-05
2259,1.01742685718509e-05
2262,5.03332234839801e-06
2266,1.93382084382382e-06
2305,4.97675451177975e-06
2310,3.52530203155056e-06
2313,2.09927392228052e-05
2319,1.99482480711774e-05
2320,9.8918214898518e-06
2345,9.58597406461562e-06
2350,5.99540682602322e-05
2356,3.96377574686092e-06
2360,8.34004963128256e-06
2370,2.11702239304292e-06
2386,3.65035448148797e-06
2398,1.80658218224814e-06
2414,0.000105027023038496
2435,9.9643623208864e-05
2439,1.81684244020635e-05
2446,0.000104827121347601
2458,5.3083165814119e-06
2465,4.80019965697404e-06
2466,4.52206495570337e-06
2470,3.36960131807261e-06
2495,7.17435300235351e-05
2501,5.02656597338409e-06
2507,1.01855894940604e-05
2533,4.55247113982284e-07
2537,4.0864854527317e-06
2538,4.93513750181593e-06
2541,5.99815358204565e-06
2542,0.000101048568230301
2544,0.000119112439694478
2554,3.52466577450517e-06
2555,4.12780194843362e-06
2565,1.91784738171737e-05
2575,0.000122061091100545
2586,2.08653875777502e-05
2588,3.98626392849628e-06
2594,5.96620376212361e-05
2617,1.41501302231251e-05
2618,3.71496340177723e-06
2623,0.00189386555801792
2631,1.99438851764194e-05
2640,8.73531241882989e-06
2642,7.2867483179247e-05
2647,4.03099437503848e-06
2663,5.52575663600675e-06
2664,5.35520697975075e-06
2676,4.24967987024464e-06
2680,0.00143889640807103
2681,4.39091619541206e-06
2691,5.01629807483174e-06
2693,4.86673441626387e-06
2695,1.98842024944445e-05
2704,3.50395442297046e-06
2708,1.40174349847462e-06
2709,0.00146111869996714
2717,0.000105727395211343
2722,4.93825749350639e-06
2728,4.78996918327179e-06
2732,9.9412436778523e-05
2743,1.20218816392156e-05
2752,1.35710316610195e-05
2757,0.000104940988614622
2761,1.9717858870297e-05
2769,5.02119168065428e-06
2771,2.07677045053948e-05
2774,7.66250207818032e-06
2776,2.84193340042834e-06
2781,5.83894191545309e-06
2793,4.79533289593921e-06
2799,2.29927995151664e-06
2803,6.44465491178546e-06
2811,6.26253078338708e-06
2818,3.67915824307707e-06
2824,2.07739618453785e-05
2828,0.000107407302680357
2829,3.80719360117914e-06
2830,4.50765571524675e-06
2842,7.16587867440594e-05
2847,8.55319969054672e-05
2848,4.72110939320958e-06
2868,4.99116322261258e-06
2870,5.38675948605381e-06
2885,5.48356394550285e-06
2886,3.88825485287598e-06
2889,2.35846973832962e-05
2903,4.39803551997802e-06
2904,0.000100214348344806
2918,1.22120701345048e-05
2919,2.51261190171163e-06
2922,4.44595803857999e-06
2923,5.94155537472462e-06
2931,5.06726208850334e-06
2945,3.81754636111876e-06
2955,3.99491195329551e-06
2957,5.99540682602322e-05
2960,0.000105027023038496
2963,5.62920437998333e-06
2966,0.000116494180063581
2972,4.94423829488189e-05
2974,1.376902360754e-05
2982,3.89100547261902e-06
2984,3.26891079256767e-05
3016,2.00648550395638e-05
3021,4.98313623792219e-06
3023,8.34428827358916e-05
3025,4.54820601536868e-06
3029,1.28211273896282e-05
3034,0.000105902114524554
3038,2.49385487888635e-06
3040,4.63853081336786e-06
3051,2.06700078474717e-05
3062,5.15037752960908e-06
3069,3.33461899080658e-06
3071,4.15569466616517e-06
3076,0.000589077914894386
3079,1.25083827563205e-05
3081,6.24579026513627e-06
3082,4.38068874638767e-06
3084,4.77067225174082e-05
3098,1.62336282221634e-06
3104,2.05361764037039e-06
3105,5.19922345454014e-06
3114,0.000106127094470814
3118,1.12804287330403e-05
3122,5.62690734871121e-06
3132,8.97053098147819e-06
3138,1.22575523830676e-05
3141,2.07556065269008e-05
3156,5.96965564785097e-05
3162,0.000104495529236838
3167,1.07487957200344e-06
3170,3.0504410666747e-06
3171,3.40764309420554e-06
3172,2.65489359903264e-06
3176,0.00180076129697074
3180,5.24465732567084e-06
3189,1.18571697724528e-05
3198,5.36600117925152e-06
3206,4.96970464394045e-06
3215,1.25859714544725e-05
3222,6.31560327759683e-05
3228,3.54212180720186e-06
3229,3.92302146482639e-06
3232,1.14543050965893e-05
3233,9.65909668113108e-06
3238,2.62918599451253e-06
3256,2.54996676672934e-05
3264,8.70657362870959e-06
3273,4.48129886251855e-06
3275,2.22150231777392e-05
3285,1.967989971805e-05
3289,5.37789273245782e-06
3294,1.47850974144526e-06
3306,1.63721031736174e-06
3311,9.9643623208864e-05
3318,3.53747597814807e-06
3322,6.62264796370134e-06
3324,7.05975515479654e-06
3334,9.35402546066008e-06
3341,4.26720521416765e-06
3345,1.28205593864969e-05
3346,0.000581767925357545
3352,1.33571307600821e-05
3368,2.98426389364949e-06
3371,1.02428075648079e-06
3372,4.95412311235327e-06
3375,4.60389590479799e-06
3384,4.63242718166759e-06
3387,5.65700710475975e-06
3393,4.57230792258581e-06
3406,4.89023837711886e-06
3411,1.60482275345094e-05
3412,4.00171630433087e-05
3414,6.63812588801229e-06
3417,5.96670222210085e-05
3420,0.000100214348344806
3423,0.000105442563630501
3436,1.33621533538064e-05
3438,8.62909930877084e-05
3442,3.83949294759154e-06
3443,8.44908456041589e-06
3451,1.23069542714766e-05
3461,3.85632626619943e-06
3489,3.17882132007197e-06
3491,6.52910861703237e-06
3510,4.43976815828799e-05
3515,6.88402846470189e-06
3527,5.05059343037997e-06
3530,2.07043520591591e-05
3540,3.34492329544595e-06
3582,4.26910468612835e-06
3604,1.44302091293917e-05
3605,3.82143181458724e-06
3609,1.4451608562655e-05
3624,4.06052666140614e-06
3628,0.000105843394060159
3630,3.58755896205902e-06
3641,5.68046974813793e-06
3642,5.81996573216453e-06
3648,1.4258932083409e-06
3650,0.00189435936838538
3652,0.00144132752158354
3660,4.82399015072152e-06
3664,9.09370531941023e-06
3670,1.28752074768946e-05
3672,3.53145440003264e-06
3680,1.96189773465653e-05
3682,0.00179557795302983
3685,2.58735019950586e-05
3686,5.94303164074855e-06
3689,4.49859805216193e-06
3705,4.55683132079437e-06
3712,4.96350982743662e-06
3713,5.10834182324336e-06
3719,3.75814511332566e-06
3721,3.42283382989606e-06
3723,1.49036023916247e-05
3724,3.94970021284915e-06
3727,4.76581846539072e-06
3733,8.17889534223035e-06
3734,1.20170279135507e-05
3742,4.13064183379315e-06
3770,3.69305780607146e-06
3777,3.67151961540388e-06
3778,1.34981624867261e-06
3780,5.37416087167298e-06
3783,1.27849260765821e-05
3784,5.12037640238673e-06
3788,4.83125088751772e-06
3790,4.75760757505511e-06
3794,2.56396020750958e-06
3795,1.29732443035649e-05
3796,5.52878857072428e-06
3801,8.34428436434709e-06
3806,4.36902053519138e-06
3813,4.58011968218382e-06
3814,4.46941349686267e-06
3818,0.00430877073161192
3824,4.62785536268343e-06
3836,1.32035358853486e-05
3853,1.17964211755662e-05
3855,5.57657476922799e-06
3858,2.06847211623254e-05
3861,0.000107449514693733
3866,5.59874880408098e-06
3870,4.91894983986288e-06
3874,0.00131072486515332
3876,3.87059274390856e-06
3878,8.35751050484679e-06
3890,1.57182845553204e-06
3900,0.000378376286272212
3904,1.5676247190055e-06
3906,1.39284453872913e-06
3907,3.4354580692568e-06
3908,1.17036774175708e-06
3912,2.07115980233133e-05
3918,0.00145323301674106
3923,0.00147525493564281
3924,5.08998684436703e-06
3925,2.07314405055031e-05
3927,2.01824078871235e-05
3955,0.00139771972313527
3964,1.41877850377828e-05
3969,1.42558571047039e-05
3974,0.000105586324024934
3976,1.98964447588109e-05
3984,4.11614303063571e-06
3991,1.62506667000643e-06
3993,0.00189987544594547
4009,4.97199512225939e-06
4011,4.42290768077265e-06
4020,1.28788999454922e-05
4033,1.53776368139909e-06
4041,4.01249684882775e-06
4045,0.000120442741741183
4052,1.95978228891493e-05
4055,5.27883575082155e-06
4056,4.79519960589482e-06
4057,4.6834928974592e-06
4067,0.00129438264062506
4069,3.77462569735607e-06
4077,1.25418812336588e-05
4094,1.33588981100722e-06
4095,1.32179469512037e-06
4100,1.32842280638293e-05
4119,2.43421470281212e-06
4130,4.75486332139153e-05
4131,4.51471306143108e-06
4132,1.05265008515192e-05
4134,4.4413597620669e-05
4137,0.000203785141566392
4138,4.11948687764072e-06
4143,6.18507359513412e-06
4145,2.22842146203685e-05
4148,8.52923403979131e-06
4163,1.61545487175787e-06
4166,5.24143491677654e-06
4169,0.000104519855562289
4170,2.1482915344603e-06
4174,2.06438572296268e-05
4180,2.67701601832954e-06
4199,0.00189246051444192
4201,4.94296483208197e-06
4203,5.03210932672166e-06
4210,3.69431890244037e-09
4211,5.17905819567517e-06
4213,0.0013906516920141
4225,1.78499729276653e-06
4235,5.55626831735129e-06
4242,4.77572506562958e-06
4245,4.70637798990892e-06
4250,4.63141941603637e-06
4252,1.07311351015131e-05
4254,2.06306588648945e-05
4263,1.41624616597829e-05
4264,1.41352575334487e-05
4268,3.60581313663815e-06
4270,4.76416187976628e-06
4282,0.000101783309864968
4283,1.1600239313329e-05
4291,1.16339919423207e-05
4304,3.71664483797441e-06
4306,5.24946090851552e-06
4309,5.03552624125691e-06
4310,4.66957979453839e-06
4313,5.41248585611001e-06
4314,4.45170562013255e-06
4315,4.77729398282777e-06
4321,1.91867658521172e-06
4324,3.49067542729819e-06
4325,3.02335758549593e-06
4328,7.69874249029233e-06
4329,1.0487260310474e-06
4332,3.55279986720258e-06
4337,5.19818638287726e-06
4342,5.39962475612632e-06
4344,3.26522404601664e-06
4352,4.90066739214598e-06
4355,1.6421709890717e-06
4366,3.29139364790074e-06
4371,1.20079045643035e-05
4372,4.97695466642497e-06
4376,3.91466245946666e-06
4384,4.50172111037127e-06
4387,3.57317811349706e-06
4389,1.5914961353871e-06
4390,1.20459812916291e-05
4406,1.54930366453716e-06
4407,0.00019060957658852
4409,0.00183759020598761
4410,0.000102128438452648
4424,4.34524576147526e-06
4434,4.97683271383572e-06
4452,1.82223987626823e-05
4460,5.29208003058603e-06
4470,5.98592809349341e-05
4480,3.5478339884406e-06
4496,0.00145841014461068
4503,8.87695581049021e-06
4512,3.80640809393859e-06
4518,5.71718333133717e-05
4519,5.12417626776435e-06
4522,5.2107451673545e-06
4525,5.06194137964461e-06
4537,1.08477681306198e-05
4546,1.15730195851586e-05
4547,0.001365074156107
4553,3.18356725568447e-06
4556,1.14121948065938e-06
4558,1.61386323436809e-05
4563,1.69570444457036e-06
4568,5.18049480114369e-06
4574,0.000104692163311022
4578,3.67408005124349e-06
4587,4.90274350870764e-06
4592,1.02930236392628e-05
4610,5.00409827993588e-06
4615,1.76514655924133e-05
4619,2.02009065327901e-06
4620,1.01372822470889e-05
4625,1.63160695266836e-05
4635,5.19186935468217e-06
4636,4.09386288286371e-06
4641,5.31644079556817e-06
4650,3.11624383754132e-06
4653,0.0001231284625488
4665,3.22114324160563e-06
4668,0.000621592098709562
4669,1.25597537309433e-06
4670,1.44478383480022e-05
4674,5.58545418169924e-06
4675,4.35664540682345e-06
4676,2.06996461800474e-05
4679,3.94978385920207e-06
4680,0.000184089148504786
4686,5.86581783579676e-06
4699,4.04150190439729e-06
4713,5.98032827922406e-05
4718,2.67852360061143e-06
4721,3.75896245951847e-06
4722,3.19290297698348e-06
4724,4.94449040076513e-06
4730,0.00120107076833216
4731,4.66167588549292e-06
4735,1.58531917041727e-06
4743,1.69768672017596e-06
4745,4.02973167632447e-06
4746,3.087364854269e-05
4747,3.0132102222658e-06
4748,7.71969200146757e-06
4769,3.10673407498077e-06
4771,1.45634948356503e-06
4774,1.30052547398622e-05
4784,5.13400420964787e-06
4797,4.9978631818259e-06
4801,6.71075808747209e-06
4804,4.57134433660115e-06
4820,1.44509163431917e-05
4833,2.07348140681413e-06
4834,1.95583098983777e-06
4851,5.72811253085933e-06
4859,1.13616808983697e-06
4860,0.000988650242054259
4863,1.97598524812778e-06
4873,2.18601198978577e-06
4881,9.76839780898298e-06
4892,1.17219099706171e-06
4908,2.06064406051746e-05
4911,3.59828254040368e-06
4915,4.00412694463769e-06
4922,4.83262917589992e-06
4929,2.07228945606783e-05
4936,1.03456394010928e-06
4939,4.59059764276681e-06
4951,5.1385012152438e-06
4956,4.89889886502633e-06
4961,3.10329071846097e-06
4964,3.76622105905889e-06
4981,3.02568602391196e-06
4991,0.00144102865026674
4992,4.68021369653909e-06
4997,3.63669241687967e-06
5004,4.96053566856805e-06
5010,4.5846088433775e-06
5012,4.74544098053806e-06
5015,1.54452263852129e-06
5020,4.58692696838921e-06
5030,7.40927428916114e-06
5051,0.00189501648530445
5052,2.05785619225051e-05
5057,9.46929397297846e-05
5058,2.09573124244265e-05
5060,3.68908889080369e-06
5061,2.05788043380538e-06
5064,2.08768766376422e-05
5078,2.0755862068862e-05
5080,1.59235314274401e-05
5088,2.06719166095084e-06
5089,6.35723880319811e-05
5090,3.3389567977742e-06
5103,0.000743499886454278
5108,5.34841458945656e-06
5114,4.69895014012424e-06
5115,1.13943459564998e-05
5124,5.36689523610946e-05
5137,2.13806112052342e-05
5139,4.79336275907501e-06
5144,2.51180860806191e-06
5149,0.000199345500836707
5157,9.02258095451244e-06
5163,2.92157557892233e-06
5174,4.04655352010572e-06
5176,2.07862759953046e-05
5179,4.36270123202595e-06
5186,2.07638214173106e-05
5203,3.41156299708465e-05
5204,7.14722373171354e-05
5206,3.65724031493291e-06
5207,5.5511839657971e-06
5220,3.99658289396944e-06
5221,9.95669857294423e-05
5224,1.6331989003571e-06
5227,3.63748988471697e-06
5229,4.12301440596225e-06
5232,0.000122481567398929
5240,8.53242690899484e-05
5242,1.11926521919831e-05
5243,5.3563571458656e-06
5245,2.61573968497554e-05
5248,1.96655683918149e-05
5249,5.93552714826975e-06
5254,4.90002197521e-06
5269,1.08639739337808e-05
5272,1.86272719712847e-06
5276,1.78486733965659e-06
5286,0.000106630730684072
5290,5.53640670043944e-06
5308,1.40770839618512e-05
5316,2.01801645912795e-06
5318,2.07134240996706e-05
5319,4.32972977223535e-06
5320,7.95612104965946e-06
5322,8.65802441219349e-07
5324,3.31812389478441e-06
5331,2.60672742335054e-05
5336,0.00189222638262692
5344,2.06570631813943e-05
5354,4.94810489600518e-06
5356,1.34638980500969e-08
5358,9.0873122247969e-06
5361,3.80760226748255e-06
5365,8.12433535937469e-05
5370,6.2431813444481e-06
5376,1.50787620028381e-06
5383,5.15509180469427e-06
5384,7.81172057297246e-06
5385,3.17259884713905e-06
5393,0.000100440985906034
5397,4.52639184747559e-06
5398,2.81965884422564e-06
5402,3.11820595768594e-06
5407,0.000102871691811561
5409,1.78763542645606e-06
5425,1.96357134112666e-05
5428,8.14404285264842e-05
5430,3.89739484318416e-06
5442,3.19584381396907e-06
5447,2.06941193822383e-05
5470,3.57590407640727e-06
5485,1.45146315133903e-06
5493,5.82337546334938e-06
5502,1.08579153566951e-05
5504,5.28914263510831e-06
5517,1.12057871826181e-05
5522,4.62545780840414e-06
5527,0.000105906632913652
5528,6.2606519925343e-06
5536,8.98108931543536e-06
5545,6.27712204229703e-06
5576,5.42688722178871e-06
5577,1.46504662518289e-05
5592,1.39556253778092e-05
5594,5.11879225976927e-06
5595,1.34448399062983e-06
5596,1.14638226034653e-06
5599,1.28465031500019e-05
5606,1.96773191942454e-05
5617,1.34850176566521e-06
5625,1.58368678685727e-05
5626,5.48683706975055e-06
5627,5.65930345488071e-05
5642,5.53739459211345e-05
5659,0.00144538080057274
5664,5.75176892139434e-05
5666,1.6608586610725e-05
5671,7.79535636967665e-06
5674,1.44420819022039e-06
5677,1.88250475082248e-05
5681,4.02487082917168e-06
5683,1.16646461912983e-08
5700,1.41219102101498e-05
5713,1.9815879748276e-05
5715,1.95770998749058e-05
5718,1.93128393644393e-06
5726,1.66309251917478e-05
5738,5.10841706643803e-06
5741,2.08261479609575e-05
5743,2.42692987832464e-05
5753,1.41832118351681e-05
5761,4.66392767940482e-06
5789,0.000108499180328514
5797,2.00700051682456e-06
5803,5.50941867519509e-06
5810,2.07677045053948e-05
5813,1.25107718781368e-05
5817,3.63025574771621e-06
5818,7.91054505668059e-06
5822,5.59870131092527e-06
5829,4.20702176136653e-06
5846,1.73581056283532e-05
5847,5.50871137547537e-06
5854,5.50994180277479e-06
5858,1.41883841623288e-05
5863,3.43119134365791e-06
5869,1.36216040650126e-05
5870,4.89632634306128e-06
5876,5.82912794403726e-06
5881,8.52807830443867e-06
5901,5.31182407563e-06
5922,5.52820296253361e-06
5928,0.000106489800311901
5933,1.97041199050314e-05
5934,0.000104638086933255
5946,5.23436052254343e-06
5951,1.29853134976105e-05
5955,1.52712942674656e-06
5956,0.000378287041891271
5965,1.33563999840183e-06
5972,4.80543456299768e-06
5981,1.2561819625031e-05
5997,2.09476080377398e-05
6005,4.34294304810973e-06
6009,8.10296735347361e-06
6010,2.64819559190324e-06
6015,1.86365438614593e-06
6039,6.20457834376461e-06
6047,8.18652072483924e-05
6051,1.50902912371599e-08
6056,3.68134486185184e-06
6061,3.27200658272704e-06
6064,3.86537850074297e-06
6065,4.00442793379917e-06
6070,3.96265681241702e-06
6085,0.000104940134820218
6086,5.77593542792378e-06
6091,0.000105130982323303
6097,1.41818839228206e-05
6099,1.96566584880175e-05
6104,9.95669857294423e-05
6108,2.06176965682169e-05
6109,2.06610377960884e-05
6124,1.53227346867158e-05
6142,0.000105404148819633
6144,1.60930033951777e-06
6150,2.70328185593143e-06
6154,2.08548601769118e-05
6155,1.38697740580449e-05
6156,0.00189233082952517
6158,1.94524491923803e-06
6159,0.00194099882597031
6169,8.10767736439007e-05
6170,1.28815393409872e-08
6179,5.36338725345579e-06
6184,8.56520090370514e-06
6186,0.000115127718491663
6204,1.05092465840727e-06
6230,1.9717858870297e-05
6231,4.38434508954301e-06
6232,0.000381410149176056
6235,1.73212180075599e-06
6237,5.95917475195811e-05
6239,1.46193116456076e-06
6263,1.42742209949234e-05
6265,1.85591213901024e-06
6270,8.54966346346527e-06
6271,5.34080709625362e-06
6278,1.41877850377828e-05
6279,6.1512521388832e-05
6288,2.44730354367244e-06
6294,7.82965098197574e-06
6295,3.91645621921812e-06
6302,2.28607608174366e-05
6306,1.56686808562352e-06
6322,0.000114152609140997
6324,4.34537260730218e-06
6327,5.58663171089985e-06
6331,2.06591646571757e-05
6334,1.16518404526023e-05
6338,3.21028482353952e-05
6339,3.47659847505229e-05
6362,3.46106193260193e-06
6372,2.0595950562394e-05
6375,4.86373118647534e-05
6393,5.8357598794757e-06
